system:index,latitude,longitude,site_no,snow_depth,temperature_2m_max,total_precipitation_sum,.geo
19500609_0,76.111,102.531,taymyr_peninsula,0.3304036458333333,273.8794708251953,0.00524906123649771,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500610_0,76.111,102.531,taymyr_peninsula,0.3162841796875,274.23463439941406,2.2108359758021834E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500611_0,76.111,102.531,taymyr_peninsula,0.2747395833333333,276.8560333251953,0.0025942786647306093,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500612_0,76.111,102.531,taymyr_peninsula,0.2275390625,276.19000244140625,0.0011925051449566126,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500613_0,76.111,102.531,taymyr_peninsula,0.21525065104166666,273.7069549560547,3.9758086194296993E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500614_0,76.111,102.531,taymyr_peninsula,0.20048014322916666,274.5390625,0.0068263898938312195,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500615_0,76.111,102.531,taymyr_peninsula,0.21232096354166666,273.8971252441406,0.001065670776728922,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500616_0,76.111,102.531,taymyr_peninsula,0.20479329427083334,273.66094970703125,0.0011313706636428833,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500617_0,76.111,102.531,taymyr_peninsula,0.19527180989583334,274.17808532714844,5.89415431022644E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500618_0,76.111,102.531,taymyr_peninsula,0.171630859375,275.81689453125,0.006663447924495358,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500619_0,76.111,102.531,taymyr_peninsula,0.1483154296875,273.98826599121094,5.547851322944553E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500620_0,76.111,102.531,taymyr_peninsula,0.12430826822916667,273.83636474609375,9.532719850540161E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500621_0,76.111,102.531,taymyr_peninsula,0.10591634114583333,273.95399475097656,0.001572111248965058,"{""type"":""MultiPoint"",""coordinates"":[]}"
