"project","river","date","ID","parameter","flag","unit","value","depth"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","Ca","AV","mg/L","21.7","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","Cl","AV","mg/L","12.7","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","Discharge","AV","m3/sec","15900","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","DOC","AV","mg/L","5.4","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","H2O-18O","AV","per mil","-16.6","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","H2O-2H","AV","per mil","-127","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","K","AV","mg/L","0.66","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","Li","AV","ug/L","2.05","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","Mg","AV","mg/L","4.78","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","Na","AV","mg/L","8.85","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","NH4","AV","ug/L as N","16","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","NO3","AV","ug/L as N","3","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","PN","AV","ug/L","64","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","PN-15N","AV","per mil","4.3","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","POC","AV","mg/L","0.42","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","POC-13C","AV","per mil","-32.4","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","POC-14C","AV","per mil","-363.1","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","POC-fm","AV","NA","0.6421","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","Rb","AV","ug/L","0.61","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","SiO2","AV","mg/L","7","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","SO4","AV","mg/L as S","3.4","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","Sr","AV","ug/L","191","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","TDN","AV","mg/L","0.16","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","Temperature","AV","deg C","13.5","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","TSS","AV","mg/L","1.5","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","U","AV","ug/L","0.23","0"
"ArcticGRO III","Yenisey","2017-08-30","Kit 33","UTHg","AV","ng/l","3.57","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","A254","AV","A","0.238","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","A375","AV","A","0.045","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","A412","AV","A","0.026","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","A420","AV","A","0.023","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","A440","AV","A","0.017","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","Alkalinity","AV","mg CaCO3/L","55.5","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","Ba","AV","ug/L","10","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","Ca","AV","mg/L","17.7","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","Cl","AV","mg/L","7.4","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","Discharge","AV","m3/sec","16400","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","DOC","AV","mg/L","6.7","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","H2O-18O","AV","per mil","-16.4","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","H2O-2H","AV","per mil","-126","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","K","AV","mg/L","0.5","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","Li","AV","ug/L","1.47","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","Mg","AV","mg/L","4.09","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","Na","AV","mg/L","6.14","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","NH4","AV","ug/L as N","10","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","NO3","AV","ug/L as N","45","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","PN","AV","ug/L","37","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","PN-15N","AV","per mil","4.4","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","POC","AV","mg/L","0.26","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","POC-13C","AV","per mil","-31.1","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","POC-14C","AV","per mil","-363.2","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","POC-fm","AV","NA","0.642","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","Rb","AV","ug/L","0.39","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","SiO2","AV","mg/L","7.7","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","SO4","AV","mg/L as S","2.7","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","Sr","AV","ug/L","151","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","TDN","AV","mg/L","0.24","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","Temperature","AV","deg C","0.1","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","TSS","AV","mg/L","1.4","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","U","AV","ug/L","0.21","0"
"ArcticGRO III","Yenisey","2017-10-10","Kit 34","UTHg","AV","ng/l","2.3","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","A254","AV","A","0.112","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","A375","AV","A","0.018","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","A412","AV","A","0.01","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","A420","AV","A","0.008","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","A440","AV","A","0.006","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","Alkalinity","AV","mg CaCO3/L","71","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","Ba","AV","ug/L","13","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","Ca","AV","mg/L","23.6","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","Cl","AV","mg/L","10.9","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","Discharge","AV","m3/sec","7900","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","DOC","AV","mg/L","4.6","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","H2O-18O","AV","per mil","-17.3","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","H2O-2H","AV","per mil","-126","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","K","AV","mg/L","0.67","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","Li","AV","ug/L","1.9","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","Mg","AV","mg/L","5.2","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","Na","AV","mg/L","8.16","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","NH4","AV","ug/L as N","13","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","NO3","AV","ug/L as N","107","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","PN","AV","ug/L","17","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","PN-15N","AV","per mil","4.5","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","POC","AV","mg/L","0.2","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","POC-13C","AV","per mil","-29.1","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","POC-14C","AV","per mil","-499.8","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","POC-fm","AV","NA","0.5043","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","Rb","AV","ug/L","0.49","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","SiO2","AV","mg/L","6.9","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","SO4","AV","mg/L as S","3.8","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","Sr","AV","ug/L","201","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","TDN","AV","mg/L","0.23","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","Temperature","AV","deg C","0.3","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","TSS","AV","mg/L","0.9","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","U","AV","ug/L","0.29","0"
"ArcticGRO III","Yenisey","2017-12-14","Kit 35","UTHg","AV","ng/l","1.95","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","A254","PV","A","0.07","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","A375","PV","A","0.008","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","A412","PV","A","0.003","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","A420","PV","A","0.003","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","A440","PV","A","0.001","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","Alkalinity","AV","mg CaCO3/L","72","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","As","AV","ug/L","0.3","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","Ba","AV","ug/L","6","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","Ca","AV","mg/L","23.9","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","Cl","AV","mg/L","14.1","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","Discharge","PV","m3/sec","7530","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","DOC","AV","mg/L","3.1","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","F","AV","ug/L","62.7","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","H2O-18O","AV","per mil","-17.2","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","H2O-2H","AV","per mil","-133","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","K","AV","mg/L","0.69","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","Li","AV","ug/L","2.05","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","Mg","AV","mg/L","5.6","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","Na","AV","mg/L","9.17","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","NH4","AV","ug/L as N","22","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","NO3","AV","ug/L as N","134","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","PN","AV","ug/L","20","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","PN-15N","AV","per mil","7.5","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","POC","AV","mg/L","0.18","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","POC-13C","AV","per mil","-28.6","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","POC-14C","AV","per mil","-367.7","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","POC-fm","AV","NA","0.6375","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","Rb","AV","ug/L","0.47","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","SiO2","AV","mg/L","7.5","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","SO4","AV","mg/L as S","4.6","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","Sr","AV","ug/L","230","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","TDN","AV","mg/L","0.33","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","Temperature","AV","deg C","0.8","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","TSS","AV","mg/L","0.6","0"
"ArcticGRO III","Yenisey","2018-01-27","Kit 36","U","AV","ug/L","0.29","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","A254","PV","A","0.064","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","A375","PV","A","0.007","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","A412","PV","A","0.003","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","A420","PV","A","0.002","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","A440","PV","A","0.001","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","Alkalinity","AV","mg CaCO3/L","74.9","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","As","AV","ug/L","0.31","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","Ba","AV","ug/L","15","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","Ca","AV","mg/L","25.5","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","Cl","AV","mg/L","12.4","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","Discharge","PV","m3/sec","7960","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","DOC","AV","mg/L","3.1","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","F","AV","ug/L","88","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","H2O-18O","AV","per mil","-17","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","H2O-2H","AV","per mil","-133","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","K","AV","mg/L","0.86","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","Li","AV","ug/L","2.26","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","Mg","AV","mg/L","5.86","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","Na","AV","mg/L","10.03","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","NH4","AV","ug/L as N","11","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","NO3","AV","ug/L as N","166","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","PN","AV","ug/L","28","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","PN-15N","AV","per mil","6.1","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","POC","AV","mg/L","0.19","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","POC-13C","AV","per mil","-28.2","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","POC-14C","AV","per mil","-332.6","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","POC-fm","AV","NA","0.6729","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","Rb","AV","ug/L","0.5","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","SiO2","AV","mg/L","7.4","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","SO4","AV","mg/L as S","4.9","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","Sr","AV","ug/L","247","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","TDN","AV","mg/L","0.32","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","Temperature","AV","deg C","0.5","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","TSS","CAU","mg/L","0","0"
"ArcticGRO III","Yenisey","2018-03-19","Kit 37","U","AV","ug/L","0.32","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","A254","PV","A","0.065","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","A375","PV","A","0.007","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","A412","PV","A","0.003","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","A420","PV","A","0.002","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","A440","PV","A","0.001","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","Alkalinity","AV","mg CaCO3/L","70.3","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","As","AV","ug/L","0.29","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","Ba","AV","ug/L","17","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","Ca","AV","mg/L","23.3","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","Cl","AV","mg/L","13.2","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","Discharge","PV","m3/sec","21400","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","DOC","AV","mg/L","3.2","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","F","AV","ug/L","83","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","H2O-18O","AV","per mil","-17.1","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","H2O-2H","AV","per mil","-151","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","K","AV","mg/L","0.88","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","Li","AV","ug/L","2.04","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","Mg","AV","mg/L","5.3","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","Na","AV","mg/L","10.08","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","NH4","AV","ug/L as N","22","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","NO3","AV","ug/L as N","143","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","PN","AV","ug/L","20","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","PN-15N","AV","per mil","7.7","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","POC","AV","mg/L","0.17","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","POC-13C","AV","per mil","-28.3","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","POC-14C","AV","per mil","-474.5","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","POC-fm","AV","NA","0.5298","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","Rb","AV","ug/L","0.5","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","SiO2","AV","mg/L","6.3","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","SO4","AV","mg/L as S","4.5","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","Sr","AV","ug/L","224","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","TDN","AV","mg/L","0.38","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","Temperature","AV","deg C","0.2","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","TSS","CAU","mg/L","0","0"
"ArcticGRO III","Yenisey","2018-05-15","Kit 38","U","AV","ug/L","0.31","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","A254","PV","A","0.328","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","A375","PV","A","0.059","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","A412","PV","A","0.031","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","A420","PV","A","0.028","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","A440","PV","A","0.02","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","Alkalinity","AV","mg CaCO3/L","26.7","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","As","AV","ug/L","0.32","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","Ba","AV","ug/L","14","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","Ca","AV","mg/L","8.3","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","Cl","AV","mg/L","2","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","Discharge","PV","m3/sec","29700","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","DOC","AV","mg/L","8.1","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","F","AV","ug/L","28.5","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","H2O-18O","AV","per mil","-19.8","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","H2O-2H","AV","per mil","-132","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","K","AV","mg/L","0.45","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","Li","AV","ug/L","0.86","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","Mg","AV","mg/L","2.2","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","Na","AV","mg/L","2.55","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","NH4","AV","ug/L as N","12","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","NO3","AV","ug/L as N","9","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","PN","AV","ug/L","61","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","PN-15N","AV","per mil","3.5","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","POC","AV","mg/L","0.37","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","POC-13C","AV","per mil","-29.7","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","POC-14C","AV","per mil","-241.8","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","POC-fm","AV","NA","0.7644","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","Rb","AV","ug/L","0.44","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","SiO2","AV","mg/L","4.5","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","SO4","AV","mg/L as S","1.1","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","Sr","AV","ug/L","64","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","TDN","AV","mg/L","0.33","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","Temperature","AV","deg C","17","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","TSS","AV","mg/L","4.5","0"
"ArcticGRO III","Yenisey","2018-07-02","Kit 39","U","AV","ug/L","0.06","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","A254","PV","A","0.112","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","A375","PV","A","0.014","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","A412","PV","A","0.006","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","A420","PV","A","0.005","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","A440","PV","A","0.002","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","Alkalinity","AV","mg CaCO3/L","65.2","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","As","AV","ug/L","0.3","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","Ba","AV","ug/L","6","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","Ca","AV","mg/L","17.4","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","Cl","AV","mg/L","8.4","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","Discharge","PV","m3/sec","17600","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","DOC","AV","mg/L","4.4","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","F","AV","ug/L","68.4","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","H2O-18O","AV","per mil","-16.4","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","H2O-2H","AV","per mil","-133","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","K","AV","mg/L","0.56","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","Li","AV","ug/L","1.65","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","Mg","AV","mg/L","4.05","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","Na","AV","mg/L","7.21","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","NH4","AV","ug/L as N","6","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","NO3","BD","ug/L as N","0","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","PN","AV","ug/L","58","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","PN-15N","AV","per mil","4.9","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","POC","AV","mg/L","0.38","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","POC-13C","AV","per mil","-32.4","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","POC-14C","AV","per mil","-261.2","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","POC-fm","AV","NA","0.7449","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","Rb","AV","ug/L","0.44","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","SiO2","AV","mg/L","5.6","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","SO4","AV","mg/L as S","2.8","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","Sr","AV","ug/L","152","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","TDN","AV","mg/L","0.18","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","Temperature","AV","deg C","10.1","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","TSS","AV","mg/L","1.8","0"
"ArcticGRO III","Yenisey","2018-09-15","Kit 40","U","AV","ug/L","0.22","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","A254","PV","A","0.175","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","A375","PV","A","0.029","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","A412","PV","A","0.016","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","A420","PV","A","0.014","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","A440","PV","A","0.009","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","Alkalinity","AV","mg CaCO3/L","56.9","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","As","AV","ug/L","0.31","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","Ba","AV","ug/L","10","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","Ca","AV","mg/L","19.2","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","Cl","AV","mg/L","9.1","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","Discharge","PV","m3/sec","7850","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","DOC","AV","mg/L","5.8","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","F","AV","ug/L","54.5","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","H2O-18O","AV","per mil","-16.7","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","H2O-2H","AV","per mil","-143","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","K","AV","mg/L","0.51","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","Li","AV","ug/L","1.37","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","Mg","AV","mg/L","4.62","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","Na","AV","mg/L","7.63","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","NH4","AV","ug/L as N","27","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","NO3","AV","ug/L as N","54","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","PN","AV","ug/L","32","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","PN-15N","AV","per mil","5.2","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","POC","AV","mg/L","0.34","0"
