"project","river","date","ID","parameter","flag","unit","value","depth"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","POC-13C","AV","per mil","-29","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","POC-14C","AV","per mil","-368.3","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","POC-fm","AV","NA","0.637","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","Rb","AV","ug/L","0.35","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","SiO2","AV","mg/L","7.4","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","SO4","AV","mg/L as S","3.6","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","Sr","AV","ug/L","149","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","TDN","AV","mg/L","0.3","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","Temperature","AV","deg C","0.7","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","TSS","AV","mg/L","2.4","0"
"ArcticGRO III","Yenisey","2018-11-16","Kit 41","U","AV","ug/L","0.18","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","A254","PV","A","0.069","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","A375","PV","A","0.007","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","A412","PV","A","0.002","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","A420","PV","A","0.002","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","A440","PV","A","0","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","Alkalinity","AV","mg CaCO3/L","71.1","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","As","AV","ug/L","0.3","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","Ba","AV","ug/L","9","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","Ca","AV","mg/L","23.9","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","Cl","AV","mg/L","12.4","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","Discharge","PV","m3/sec","7950","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","DOC","AV","mg/L","2.8","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","F","AV","ug/L","87.4","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","H2O-18O","AV","per mil","-17.1","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","H2O-2H","AV","per mil","-132","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","K","AV","mg/L","0.76","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","Li","AV","ug/L","2.02","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","Mg","AV","mg/L","5.45","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","Na","AV","mg/L","9.52","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","NH4","AV","ug/L as N","4","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","NO3","AV","ug/L as N","157","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","PN","AV","ug/L","24","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","PN-15N","AV","per mil","8.8","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","POC","AV","mg/L","0.22","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","POC-13C","AV","per mil","-27.6","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","POC-14C","AV","per mil","-367.5","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","POC-fm","AV","NA","0.6378","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","Rb","AV","ug/L","0.47","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","SiO2","AV","mg/L","6.9","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","SO4","AV","mg/L as S","4.6","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","Sr","AV","ug/L","224","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","TDN","AV","mg/L","0.3","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","Temperature","AV","deg C","0","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","TSS","AV","mg/L","0.3","0"
"ArcticGRO III","Yenisey","2019-02-20","Kit 42","U","AV","ug/L","0.29","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","A254","PV","A","0.064","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","A375","PV","A","0.007","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","A412","PV","A","0.002","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","A420","PV","A","0.002","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","A440","PV","A","0","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","Alkalinity","AV","mg CaCO3/L","70.5","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","As","AV","ug/L","0.31","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","Ba","AV","ug/L","15","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","Ca","AV","mg/L","21.8","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","Cl","AV","mg/L","12.4","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","Discharge","PV","m3/sec","9230","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","DOC","AV","mg/L","2.5","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","F","AV","ug/L","95","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","H2O-18O","AV","per mil","-17","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","H2O-2H","AV","per mil","-129","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","K","AV","mg/L","0.79","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","Li","AV","ug/L","1.66","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","Mg","AV","mg/L","5.13","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","Na","AV","mg/L","9.34","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","NH4","AV","ug/L as N","4","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","NO3","AV","ug/L as N","157","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","PN","AV","ug/L","33","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","PN-15N","AV","per mil","8.2","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","POC","AV","mg/L","0.27","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","POC-13C","AV","per mil","-26.6","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","POC-14C","AV","per mil","-324.4","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","POC-fm","AV","NA","0.6813","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","Rb","AV","ug/L","0.53","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","SiO2","AV","mg/L","6.2","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","SO4","AV","mg/L as S","4.7","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","Sr","AV","ug/L","223","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","TDN","AV","mg/L","0.33","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","Temperature","AV","deg C","0","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","TSS","AV","mg/L","0.1","0"
"ArcticGRO III","Yenisey","2019-04-20","Kit 43","U","AV","ug/L","0.31","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","A254","PV","A","0.327","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","A375","PV","A","0.06","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","A412","PV","A","0.033","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","A420","PV","A","0.028","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","A440","PV","A","0.021","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","Alkalinity","AV","mg CaCO3/L","28.4","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","As","AV","ug/L","0.3","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","Ba","AV","ug/L","16","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","Ca","AV","mg/L","9.7","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","Cl","AV","mg/L","3","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","Discharge","PV","m3/sec","47500","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","DOC","AV","mg/L","8.2","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","F","AV","ug/L","30.4","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","H2O-18O","AV","per mil","-18.8","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","H2O-2H","AV","per mil","-147","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","K","AV","mg/L","0.37","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","Li","AV","ug/L","0.87","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","Mg","AV","mg/L","2.43","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","Na","AV","mg/L","3.25","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","NH4","AV","ug/L as N","2","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","NO3","AV","ug/L as N","13","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","PN","AV","ug/L","48","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","PN-15N","AV","per mil","5.2","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","POC","AV","mg/L","0.36","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","POC-13C","AV","per mil","-30.2","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","POC-14C","AV","per mil","-232.4","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","POC-fm","AV","NA","0.774","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","Rb","AV","ug/L","0.3","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","SiO2","AV","mg/L","5","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","SO4","AV","mg/L as S","1.7","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","Sr","AV","ug/L","74","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","TDN","AV","mg/L","0.22","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","Temperature","AV","deg C","9.5","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","TSS","AV","mg/L","6.3","0"
"ArcticGRO III","Yenisey","2019-06-28","Kit 44","U","AV","ug/L","0.06","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","A254","PV","A","0.136","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","A375","PV","A","0.018","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","A412","PV","A","0.009","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","A420","PV","A","0.008","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","A440","PV","A","0.005","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","Alkalinity","AV","mg CaCO3/L","63.2","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","As","AV","ug/L","0.43","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","Ba","AV","ug/L","6","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","Ca","AV","mg/L","20.8","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","Cl","AV","mg/L","8.2","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","Discharge","PV","m3/sec","14600","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","DOC","AV","mg/L","4.5","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","F","AV","ug/L","76","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","H2O-18O","AV","per mil","-16.7","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","H2O-2H","AV","per mil","-131","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","K","AV","mg/L","0.68","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","Li","AV","ug/L","1.9","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","Mg","AV","mg/L","4.9","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","Na","AV","mg/L","7.64","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","NH4","AV","ug/L as N","0","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","NO3","AV","ug/L as N","2","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","PN","AV","ug/L","68","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","PN-15N","AV","per mil","4.5","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","POC","AV","mg/L","0.5","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","POC-13C","AV","per mil","-33","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","POC-14C","AV","per mil","-247.6","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","POC-fm","AV","NA","0.7587","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","Rb","AV","ug/L","0.59","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","SiO2","AV","mg/L","5.8","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","SO4","AV","mg/L as S","3.3","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","Sr","AV","ug/L","176","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","TDN","AV","mg/L","0.15","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","Temperature","AV","deg C","18","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","TSS","AV","mg/L","0.9","0"
"ArcticGRO III","Yenisey","2019-08-19","Kit 45","U","AV","ug/L","0.28","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","A254","PV","A","0.076","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","A375","PV","A","0.009","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","A412","PV","A","0.005","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","A420","PV","A","0.004","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","A440","PV","A","0.003","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","Alkalinity","AV","mg CaCO3/L","69.8","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","Ba","AV","ug/L","15","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","Ca","AV","mg/L","24.8","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","Cl","AV","mg/L","12.8","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","Discharge","PV","m3/sec","9400","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","DOC","CV","mg/L","2.804","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","F","AV","ug/L","74.1","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","H2O-18O","AV","per mil","-17.4","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","H2O-2H","AV","per mil","-134","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","K","AV","mg/L","0.77","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","Li","AV","ug/L","2.18","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","Mg","AV","mg/L","5.54","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","Na","AV","mg/L","10.4","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","NH4","AV","ug/L as N","21","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","NO3","AV","ug/L as N","157","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","PN","AV","ug/L","62","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","PN-15N","AV","per mil","3.9","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","POC","AV","mg/L","0.31","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","POC-13C","AV","per mil","-31.1","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","POC-14C","PV","per mil","-421.13","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","POC-fm","PV","NA","0.5838","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","Rb","AV","ug/L","0.53","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","SiO2","AV","mg/L","6.4","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","SO4","AV","mg/L as S","4.7","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","Sr","AV","ug/L","230","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","TDN","AV","mg/L","0.29","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","Temperature","AV","deg C","1.5","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","TSS","AV","mg/L","1.3","0"
"ArcticGRO IV","Yenisey","2020-02-09","Kit 46","U","AV","ug/L","0.27","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","A254","PV","A","0.373","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","A375","PV","A","0.066","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","A412","PV","A","0.037","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","A420","PV","A","0.032","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","A440","PV","A","0.023","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","Alkalinity","AV","mg CaCO3/L","37","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","Ba","AV","ug/L","8","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","Ca","AV","mg/L","12.5","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","Cl","AV","mg/L","3.7","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","Discharge","PV","m3/sec","30500","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","DOC","CV","mg/L","8.561","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","F","AV","ug/L","39.9","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","H2O-18O","AV","per mil","-19.2","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","H2O-2H","AV","per mil","-144","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","K","AV","mg/L","0.48","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","Li","AV","ug/L","1.15","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","Mg","AV","mg/L","3.11","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","Na","AV","mg/L","4.06","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","NH4","AV","ug/L as N","8","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","NO3","AV","ug/L as N","6","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","PN","AV","ug/L","47","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","PN-15N","AV","per mil","3","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","POC","AV","mg/L","0.31","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","POC-13C","AV","per mil","-31.6","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","POC-14C","PV","per mil","-192.58","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","POC-fm","PV","NA","0.8143","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","Rb","AV","ug/L","0.42","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","SiO2","AV","mg/L","5.9","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","SO4","AV","mg/L as S","1.7","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","Sr","AV","ug/L","97","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","TDN","AV","mg/L","0.24","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","Temperature","AV","deg C","11.8","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","TSS","AV","mg/L","3.7","0"
"ArcticGRO IV","Yenisey","2020-06-14","Kit 47","U","AV","ug/L","0.1","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","A254","PV","A","0.231","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","A375","PV","A","0.035","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","A412","PV","A","0.019","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","A420","PV","A","0.016","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","A440","PV","A","0.012","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","Alkalinity","AV","mg CaCO3/L","50.7","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","Ba","AV","ug/L","9","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","Ca","AV","mg/L","17.4","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","Cl","AV","mg/L","6.4","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","Discharge","PV","m3/sec","19000","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","DOC","CV","mg/L","6.15","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","F","AV","ug/L","52.3","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","H2O-18O","AV","per mil","-17.6","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","H2O-2H","AV","per mil","-134","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","K","AV","mg/L","0.55","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","Li","AV","ug/L","1.59","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","Mg","AV","mg/L","3.99","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","Na","AV","mg/L","6.41","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","NH4","AV","ug/L as N","5","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","NO3","AV","ug/L as N","3","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","PN","AV","ug/L","66","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","PN-15N","AV","per mil","4.4","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","POC","AV","mg/L","0.47","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","POC-13C","AV","per mil","-32.1","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","POC-14C","PV","per mil","-198.71","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","POC-fm","PV","NA","0.8081","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","Rb","AV","ug/L","0.52","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","SiO2","AV","mg/L","5.7","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","SO4","AV","mg/L as S","2.7","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","Sr","AV","ug/L","148","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","TDN","AV","mg/L","0.19","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","Temperature","AV","deg C","15","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","TSS","AV","mg/L","3","0"
"ArcticGRO IV","Yenisey","2020-07-12","Kit 48","U","AV","ug/L","0.18","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","A254","PV","A","0.112","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","A375","PV","A","0.013","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","A412","PV","A","0.007","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","A420","PV","A","0.006","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","A440","PV","A","0.004","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","Alkalinity","AV","mg CaCO3/L","70.1","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","Ba","AV","ug/L","15","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","Ca","AV","mg/L","24.4","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","Cl","AV","mg/L","10.5","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","Discharge","PV","m3/sec","14400","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","DOC","CV","mg/L","3.814","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","F","AV","ug/L","78.8","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","H2O-18O","AV","per mil","-16.7","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","H2O-2H","AV","per mil","-127","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","K","AV","mg/L","0.73","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","Li","AV","ug/L","2.25","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","Mg","AV","mg/L","5.4","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","Na","AV","mg/L","9.05","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","NH4","AV","ug/L as N","3","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","NO3","AV","ug/L as N","3","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","PN","AV","ug/L","64","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","PN-15N","AV","per mil","3.6","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","POC","AV","mg/L","0.28","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","POC-13C","AV","per mil","-32.9","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","POC-14C","PV","per mil","-225.75","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","POC-fm","PV","NA","0.7808","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","Rb","AV","ug/L","0.6","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","SiO2","AV","mg/L","5.4","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","SO4","AV","mg/L as S","3.8","0"
"ArcticGRO IV","Yenisey","2020-08-29","Kit 49","Sr","AV","ug/L","214","0"
